
"Plagih GP by Simon Fehrer, inspired by Karoo (Kai Staats)",Generation:,1

tree_id,,,,,,,,,
tree_type,,,,,,,,,
tree_depth_base,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9
node_depth,0,1,1,2,2,2,2,3,3
node_type,f2f,f2f,f2f,2f,2f,f2f,2f,2f,2f
node_label,+,Maxi,/,observation0,observation1,Maxi,-0.01,observation0,0.505
node_parent,,1,1,2,2,3,3,6,6
node_arity,2,2,2,0,0,2,0,0,0
node_c1,2,4,6,,,8,,,
node_c2,3,5,7,,,9,,,
node_c3,,,,,,,,,
fitness,2035.0,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1
parsimony,29.0,,,,,,,,

tree_id,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3
node_type,f2f,f2f,f2f,f2f,f2f,2f,f2f,2f,2f,2f,2f,2f,2f
node_label,-,+,+,+,Mini,0.16,+,0.76,-0.905,-0.53,0.025,-0.95,0.86
node_parent,,1,1,2,2,3,3,4,4,5,5,7,7
node_arity,2,2,2,2,2,0,2,0,0,0,0,0,0
node_c1,2,4,6,8,10,,12,,,,,,
node_c2,3,5,7,9,11,,13,,,,,,
node_c3,,,,,,,,,,,,,
fitness,2035.0,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,32.0,,,,,,,,,,,,

tree_id,,,,,,,,,,,
tree_type,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11
node_depth,0,1,1,2,2,2,2,3,3,3,3
node_type,f2f,f2f,f2f,f2f,2f,f2f,2f,2f,2f,2f,2f
node_label,+,Maxi,+,Mini,observation1,Maxi,0.98,observation0,-0.695,observation1,observation1
node_parent,,1,1,2,2,3,3,4,4,6,6
node_arity,2,2,2,2,0,2,0,0,0,0,0
node_c1,2,4,6,8,,10,,,,,
node_c2,3,5,7,9,,11,,,,,
node_c3,,,,,,,,,,,
fitness,1513.647949,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1
parsimony,29.0,,,,,,,,,,

tree_id,,,,,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
node_depth,0,1,1,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4
node_type,f2f,f2f,b2f2f,b2f2f,2f,f2b,2f,f2f,2b,2f,f2f,2f,f2f,2f,2f,2f,2f,2f
node_label,+,+,Ifte,Ifte,observation1,==,0.715,-,True,-0.17,*,observation0,sin,observation1,-0.88,-0.675,0.69,observation1
node_parent,,1,1,2,2,3,3,3,4,4,4,6,6,8,8,11,11,13
node_arity,2,2,3,3,0,2,0,2,0,0,2,0,1,0,0,0,0,0
node_c1,2,4,6,9,,12,,14,,,16,,18,,,,,
node_c2,3,5,7,10,,13,,15,,,17,,,,,,,
node_c3,,,8,11,,,,,,,,,,,,,,
fitness,1634.197998,,,,,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,30.0,,,,,,,,,,,,,,,,,

tree_id,,,,,,,,,,
tree_type,,,,,,,,,,
tree_depth_base,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10
node_depth,0,1,1,1,2,2,3,3,3,3
node_type,b2f2f,2b,2f,f2f,f2f,f2f,2f,2f,2f,2f
node_label,Ifte,False,0.29,+,+,*,observation1,0.065,observation1,observation1
node_parent,,1,1,1,4,4,5,5,6,6
node_arity,3,0,0,2,2,2,0,0,0,0
node_c1,2,,,5,7,9,,,,
node_c2,3,,,6,8,10,,,,
node_c3,4,,,,,,,,,
fitness,1970.839844,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1
parsimony,29.0,,,,,,,,,

tree_id,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14
node_depth,0,1,1,1,2,2,2,2,2,2,3,3,3,3
node_type,b2f2f,f2b,f2f,f2f,f2f,2f,f2f,2f,2f,2f,2f,2f,2f,2f
node_label,Ifte,<=,+,+,+,observation1,/,observation1,-0.015,-0.525,observation0,0.115,-0.745,0.115
node_parent,,1,1,1,2,2,3,3,4,4,5,5,7,7
node_arity,3,2,2,2,2,0,2,0,0,0,0,0,0,0
node_c1,2,5,7,9,11,,13,,,,,,,
node_c2,3,6,8,10,12,,14,,,,,,,
node_c3,4,,,,,,,,,,,,,
fitness,2035.0,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,29.0,,,,,,,,,,,,,

tree_id,,,,,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
node_type,f2f,f2f,f2f,2f,f2f,f2f,f2f,b2f2f,2f,2f,f2f,2f,2f,2b,2f,2f,2f,2f
node_label,/,-,Mini,observation1,+,Maxi,/,Ifte,observation1,0.03,/,0.355,observation0,False,0.33,observation0,observation1,observation1
node_parent,,1,1,2,2,3,3,5,5,6,6,7,7,8,8,8,11,11
node_arity,2,2,2,0,2,2,2,3,0,0,2,0,0,0,0,0,0,0
node_c1,2,4,6,,8,10,12,14,,,17,,,,,,,
node_c2,3,5,7,,9,11,13,15,,,18,,,,,,,
node_c3,,,,,,,,16,,,,,,,,,,
fitness,2035.0,,,,,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,29.0,,,,,,,,,,,,,,,,,

tree_id,,,,,,,,,
tree_type,,,,,,,,,
tree_depth_base,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9
node_depth,0,1,1,2,2,3,3,4,4
node_type,f2f,f2f,2f,2f,f2f,f2f,2f,2f,2f
node_label,-,Maxi,observation1,0.605,/,+,observation1,observation0,-0.375
node_parent,,1,1,2,2,5,5,6,6
node_arity,2,2,0,0,2,2,0,0,0
node_c1,2,4,,,6,8,,,
node_c2,3,5,,,7,9,,,
node_c3,,,,,,,,,
fitness,2432.445801,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1
parsimony,31.0,,,,,,,,

tree_id,,,,,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
node_depth,0,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
node_type,f2f,f2f,f2f,f2f,2f,f2f,2f,b2f2f,f2f,f2f,2f,2b,2f,2f,2f,2f,2f,2f
node_label,-,+,+,*,-0.615,+,observation1,Ifte,+,/,observation1,False,-0.42,-0.68,observation0,observation0,0.095,observation0
node_parent,,1,1,2,2,3,3,4,4,6,6,8,8,8,9,9,10,10
node_arity,2,2,2,2,0,2,0,3,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,,10,,12,15,17,,,,,,,,
node_c2,3,5,7,9,,11,,13,16,18,,,,,,,,
node_c3,,,,,,,,14,,,,,,,,,,
fitness,1972.988037,,,,,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,32.0,,,,,,,,,,,,,,,,,

tree_id,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13
node_depth,0,1,1,2,2,3,3,3,4,4,4,4,4
node_type,f2f,f2f,2f,b2f2f,2f,b2b,f2f,f2f,2b,2b,2f,2f,2f
node_label,/,/,0.645,Ifte,-0.455,&,sin,*,False,True,-0.775,observation0,observation0
node_parent,,1,1,2,2,4,4,4,6,6,7,8,8
node_arity,2,2,0,3,0,2,1,2,0,0,0,0,0
node_c1,2,4,,6,,9,11,12,,,,,
node_c2,3,5,,7,,10,,13,,,,,
node_c3,,,,8,,,,,,,,,
fitness,2035.0,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,32.0,,,,,,,,,,,,

tree_id,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3
node_type,f2f,f2f,f2f,f2f,f2f,f2f,f2f,2f,2f,2f,2f,2f,2f,2f
node_label,Mini,-,-,+,sin,+,+,observation0,-0.775,observation1,observation0,0.485,observation0,0.365
node_parent,,1,1,2,2,3,3,4,4,5,6,6,7,7
node_arity,2,2,2,2,1,2,2,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,11,13,,,,,,,
node_c2,3,5,7,9,,12,14,,,,,,,
node_c3,,,,,,,,,,,,,,
fitness,2035.0,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,29.0,,,,,,,,,,,,,

tree_id,,,,,,,
tree_type,,,,,,,
tree_depth_base,,,,,,,
node_id,1,2,3,4,5,6,7
node_depth,0,1,1,2,2,2,2
node_type,f2f,f2f,f2f,2f,2f,2f,2f
node_label,+,*,+,observation1,0.505,observation0,observation0
node_parent,,1,1,2,2,3,3
node_arity,2,2,2,0,0,0,0
node_c1,2,4,6,,,,
node_c2,3,5,7,,,,
node_c3,,,,,,,
fitness,1873.881226,,,,,,
node_modify,1,1,1,1,1,1,1
parsimony,29.0,,,,,,

tree_id,,,,,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
node_type,f2f,f2f,f2f,b2f2f,2f,f2f,2f,b2b,2f,f2f,2f,f2f,2b,2b,2f,2f,2f,2f
node_label,Mini,+,+,Ifte,0.905,+,observation0,&,-0.59,+,0.45,/,False,False,-0.98,observation1,0.2,observation0
node_parent,,1,1,2,2,3,3,4,4,4,6,6,8,8,10,10,12,12
node_arity,2,2,2,3,0,2,0,2,0,2,0,2,0,0,0,0,0,0
node_c1,2,4,6,8,,11,,13,,15,,17,,,,,,
node_c2,3,5,7,9,,12,,14,,16,,18,,,,,,
node_c3,,,,10,,,,,,,,,,,,,,
fitness,2035.0,,,,,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,32.0,,,,,,,,,,,,,,,,,

tree_id,,,,,,,,,,
tree_type,,,,,,,,,,
tree_depth_base,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10
node_depth,0,1,1,2,2,3,3,4,4,4
node_type,f2f,f2f,f2f,2f,f2f,f2f,f2f,2f,2f,2f
node_label,+,sin,sin,-0.385,Mini,sin,-,observation0,observation1,0.065
node_parent,,1,1,2,3,5,5,6,7,7
node_arity,2,1,1,0,2,1,2,0,0,0
node_c1,2,4,5,,6,8,9,,,
node_c2,3,,,,7,,10,,,
node_c3,,,,,,,,,,
fitness,2035.0,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1
parsimony,30.0,,,,,,,,,

tree_id,,,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
node_depth,0,1,1,2,2,3,3,3,3,4,4,4,5,5,5,5
node_type,f2f,f2f,2f,f2f,f2f,f2f,2f,2f,f2f,f2f,f2f,2f,2f,2f,2f,2f
node_label,Maxi,-,observation0,*,-,+,-0.95,-0.485,sin,Maxi,Maxi,-0.24,0.735,0.365,-0.555,0.145
node_parent,,1,1,2,2,4,4,5,5,6,6,9,10,10,11,11
node_arity,2,2,0,2,2,2,0,0,1,2,2,0,0,0,0,0
node_c1,2,4,,6,8,10,,,12,13,15,,,,,
node_c2,3,5,,7,9,11,,,,14,16,,,,,
node_c3,,,,,,,,,,,,,,,,
fitness,1956.25061,,,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,33.0,,,,,,,,,,,,,,,

tree_id,,,,,,,,,,
tree_type,,,,,,,,,,
tree_depth_base,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10
node_depth,0,1,1,2,2,2,3,3,3,3
node_type,f2f,2f,b2f2f,b2b,2f,f2f,2b,2b,2f,2f
node_label,*,observation0,Ifte,&,-0.275,Mini,True,True,-0.04,observation1
node_parent,,1,1,3,3,3,4,4,6,6
node_arity,2,0,3,2,0,2,0,0,0,0
node_c1,2,,4,7,,9,,,,
node_c2,3,,5,8,,10,,,,
node_c3,,,6,,,,,,,
fitness,2004.13623,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1
parsimony,29.0,,,,,,,,,

tree_id,,,,,,,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
node_depth,0,1,1,2,3,3,4,4,4,5,5,5,5,5,5,6,6,6,6,6
node_type,f2f,f2f,2f,f2f,f2f,f2f,f2f,f2f,f2f,2f,2f,f2f,f2f,2f,f2f,2f,2f,2f,2f,2f
node_label,/,sin,observation1,Mini,+,sin,+,+,*,observation0,observation1,sin,/,observation0,-,observation0,-0.61,observation1,observation0,0.26
node_parent,,1,1,2,4,4,5,5,6,7,7,8,8,9,9,12,13,13,15,15
node_arity,2,1,0,2,2,1,2,2,2,0,0,1,2,0,2,0,0,0,0,0
node_c1,2,4,,5,7,9,10,12,14,,,16,17,,19,,,,,
node_c2,3,,,6,8,,11,13,15,,,,18,,20,,,,,
node_c3,,,,,,,,,,,,,,,,,,,,
fitness,1195.932373,,,,,,,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,33.0,,,,,,,,,,,,,,,,,,,

tree_id,,,,,,,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
node_type,f2f,f2f,f2f,f2f,2f,f2f,f2f,2f,f2f,2f,f2f,f2f,f2f,2f,2f,2f,2f,2f,2f,2f
node_label,-,/,+,-,0.835,-,/,observation0,*,observation0,-,+,sin,observation1,observation0,observation1,0.665,0.335,0.755,observation1
node_parent,,1,1,2,2,3,3,4,4,6,6,7,7,9,9,11,11,12,12,13
node_arity,2,2,2,2,0,2,2,0,2,0,2,2,1,0,0,0,0,0,0,0
node_c1,2,4,6,8,,10,12,,14,,16,18,20,,,,,,,
node_c2,3,5,7,9,,11,13,,15,,17,19,,,,,,,,
node_c3,,,,,,,,,,,,,,,,,,,,
fitness,2985.0,,,,,,,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,30.0,,,,,,,,,,,,,,,,,,,

tree_id,,,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
node_depth,0,1,1,2,2,3,4,5,5,6,6,7,7,7,7,7
node_type,f2f,2f,f2f,f2f,2f,f2f,f2f,f2f,2f,f2f,b2f2f,2f,2f,2b,2f,2f
node_label,+,-0.425,-,sin,observation0,sin,-,-,observation1,/,Ifte,-0.715,0.025,True,observation0,1.0
node_parent,,1,1,3,3,4,6,7,7,8,8,10,10,11,11,11
node_arity,2,0,2,1,0,1,2,2,0,2,3,0,0,0,0,0
node_c1,2,,4,6,,7,8,10,,12,14,,,,,
node_c2,3,,5,,,,9,11,,13,15,,,,,
node_c3,,,,,,,,,,,16,,,,,
fitness,2033.565063,,,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,34.0,,,,,,,,,,,,,,,

tree_id,,,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
node_depth,0,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4
node_type,f2f,f2f,f2f,f2f,f2f,2f,2f,2f,2f,b2f2f,f2f,2b,2f,2f,2f,2f
node_label,-,-,*,+,-,-0.565,observation1,observation1,0.72,Ifte,+,True,-0.035,observation0,-0.995,observation0
node_parent,,1,1,2,2,3,3,4,4,5,5,10,10,10,11,11
node_arity,2,2,2,2,2,0,0,0,0,3,2,0,0,0,0,0
node_c1,2,4,6,8,10,,,,,12,15,,,,,
node_c2,3,5,7,9,11,,,,,13,16,,,,,
node_c3,,,,,,,,,,14,,,,,,
fitness,2004.844849,,,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,31.0,,,,,,,,,,,,,,,

tree_id,,,,,,,,,
tree_type,,,,,,,,,
tree_depth_base,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9
node_depth,0,1,2,2,2,3,3,3,3
node_type,f2f,b2f2f,f2b,f2f,2f,2f,2f,2f,2f
node_label,sin,Ifte,==,*,0.34,-0.595,-0.43,observation0,observation0
node_parent,,1,2,2,2,3,3,4,4
node_arity,1,3,2,2,0,0,0,0,0
node_c1,2,3,6,8,,,,,
node_c2,,4,7,9,,,,,
node_c3,,5,,,,,,,
fitness,1877.594971,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1
parsimony,30.0,,,,,,,,

tree_id,,,,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
node_depth,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3
node_type,b2f2f,f2b,f2f,b2f2f,2f,2f,2f,2f,f2b,f2f,f2f,2f,2f,2f,2f,2f,2f
node_label,Ifte,==,Mini,Ifte,observation0,-0.975,-0.255,-0.815,<,-,+,observation0,observation0,0.82,-0.175,-0.845,-0.6
node_parent,,1,1,1,2,2,3,3,4,4,4,9,9,10,10,11,11
node_arity,3,2,2,3,0,0,0,0,2,2,2,0,0,0,0,0,0
node_c1,2,5,7,9,,,,,12,14,16,,,,,,
node_c2,3,6,8,10,,,,,13,15,17,,,,,,
node_c3,4,,,11,,,,,,,,,,,,,
fitness,2035.0,,,,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,28.0,,,,,,,,,,,,,,,,

tree_id,,,,,,,,,,,,
tree_type,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12
node_depth,0,1,1,2,2,3,3,4,4,5,5,5
node_type,f2f,f2f,2f,f2f,2f,2f,f2f,b2f2f,2f,2b,2f,2f
node_label,-,+,-0.615,-,observation0,observation1,Mini,Ifte,0.355,False,-0.29,-0.73
node_parent,,1,1,2,2,4,4,7,7,8,8,8
node_arity,2,2,0,2,0,0,2,3,0,0,0,0
node_c1,2,4,,6,,,8,10,,,,
node_c2,3,5,,7,,,9,11,,,,
node_c3,,,,,,,,12,,,,
fitness,1514.147095,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,32.0,,,,,,,,,,,

tree_id,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14
node_depth,0,1,2,2,3,3,4,4,4,4,5,5,5,5
node_type,f2f,f2f,f2f,2f,f2f,f2f,f2f,f2f,2f,2f,2f,2f,2f,2f
node_label,sin,-,Mini,observation0,+,Maxi,Mini,+,0.1,observation1,observation1,observation0,observation1,0.67
node_parent,,1,2,2,3,3,5,5,6,6,7,7,8,8
node_arity,1,2,2,0,2,2,2,2,0,0,0,0,0,0
node_c1,2,3,5,,7,9,11,13,,,,,,
node_c2,,4,6,,8,10,12,14,,,,,,
node_c3,,,,,,,,,,,,,,
fitness,1937.772583,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,30.0,,,,,,,,,,,,,

tree_id,,,,,,,,,,,,
tree_type,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,
