
node_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fitness,289.247742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

tree_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
node_depth,0,1,1,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,12,12,12,13,13,13,13,13,13,14,14,14,14
node_type,f2f,f2f,f2f,f2f,f2f,2f,2f,2f,f2f,f2f,2f,f2f,f2f,2f,2f,f2f,f2f,2f,2f,f2f,f2f,f2f,2f,f2f,f2f,f2f,f2f,f2f,f2f,f2f,f2f,f2f,f2f,2f,f2f,f2f,f2f,2f,2f,2f,f2f,2f,f2f,f2f,f2f,2f,2f,f2f,f2f,f2f,2f,f2f,f2f,2f,2f,2f,2f,f2f,f2f,f2f,2f,2f,2f,2f,2f,2f,2f,f2f,f2f,f2f,2f,2f,2f,f2f,2f,2f,f2f,f2f,2f,f2f,2f,f2f,2f,2f,2f,2f,2f,2f
node_label,+,+,/,Maxi,/,observation1,observation0,observation1,/,Maxi,observation1,+,+,observation0,0.09,+,/,observation0,1.195,~,Maxi,Maxi,observation1,sin,+,+,*,Mini,*,~,/,sin,Maxi,observation1,+,Maxi,+,1.34,observation1,0.37,Mini,observation1,/,-,+,observation0,0.94,Maxi,+,~,0.13,~,+,0.255,observation1,observation1,0.09,sin,Maxi,*,0.09,observation0,0.94,observation1,0.05,observation0,0.94,/,-,/,observation0,observation1,observation1,Mini,observation1,0.435,+,+,observation1,+,0.94,/,observation0,1.22,observation0,0.94,observation1,observation0
node_parent,,1,1,2,2,3,3,4,4,5,5,9,9,10,10,12,12,13,13,16,16,17,17,20,21,21,22,22,24,25,25,26,26,27,27,28,28,29,29,30,31,31,32,33,33,35,35,36,36,37,37,41,41,43,43,44,44,45,45,48,48,49,49,50,52,53,53,58,59,59,60,60,68,68,69,69,70,70,74,74,77,77,78,78,80,80,82,82
node_arity,2,2,2,2,2,0,0,0,2,2,0,2,2,0,0,2,2,0,0,1,2,2,0,1,2,2,2,2,2,1,2,1,2,0,2,2,2,0,0,0,2,0,2,2,2,0,0,2,2,1,0,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,2,2,0,2,0,2,0,0,0,0,0,0
node_c1,2,4,6,8,10,,,,12,14,,16,18,,,20,22,,,24,25,27,,29,30,32,34,36,38,40,41,43,44,,46,48,50,,,,52,,54,56,58,,,60,62,64,,65,66,,,,,68,69,71,,,,,,,,73,75,77,,,,79,,,81,83,,85,,87,,,,,,
node_c2,3,5,7,9,11,,,,13,15,,17,19,,,21,23,,,,26,28,,,31,33,35,37,39,,42,,45,,47,49,51,,,,53,,55,57,59,,,61,63,,,,67,,,,,,70,72,,,,,,,,74,76,78,,,,80,,,82,84,,86,,88,,,,,,
node_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fitness,233.323471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

tree_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
node_depth,0,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,13,13,13,13,14,14,14,14,14,15,15,15,15,16,16,17,17,17
node_type,f2f,f2f,f2f,f2f,f2f,2f,2f,f2f,f2f,f2f,2f,f2f,f2f,f2f,f2f,2f,2f,f2f,f2f,f2f,2f,2f,2f,2f,f2f,f2f,f2f,f2f,2f,2f,2f,f2f,f2f,f2f,f2f,2f,f2f,2f,f2f,f2f,f2f,f2f,f2f,2f,2f,f2f,2f,f2f,2f,f2f,2f,f2f,2f,f2f,2f,2f,f2f,f2f,2f,2f,f2f,f2f,f2f,2f,2f,2f,2f,f2f,2f,f2f,f2f,f2f,2f,f2f,2f,2f,2f,2f,2f,b2f2f,f2f,f2b,2f,f2f,2f,f2f,f2f,2f,2f,f2f,2f,2f,2f,f2f,f2f,2f,2f,2f
node_label,+,+,/,Maxi,/,observation1,observation0,sin,/,Maxi,observation1,/,+,+,~,0.09,observation1,Mini,+,/,observation0,1.195,0.315,observation1,+,sin,Maxi,Maxi,observation1,observation0,0.94,/,+,+,*,0.09,Mini,observation0,~,/,sin,Maxi,/,0.98,observation1,+,0.41,Mini,observation1,/,observation0,+,observation0,-,observation0,0.94,~,+,0.255,observation1,Mini,Maxi,+,observation1,0.095,observation0,0.94,*,observation0,sin,Maxi,-,-0.405,~,observation0,-0.345,observation1,0.09,observation1,Ifte,~,==,0.305,-,0.05,/,/,observation1,0.53,Mini,observation1,-0.91,observation0,~,+,0.05,observation0,0.94
node_parent,,1,1,2,2,3,3,4,4,5,5,8,9,9,10,10,12,12,12,12,13,13,14,18,18,16,16,17,17,25,25,21,22,22,23,23,25,25,26,26,27,27,28,28,30,30,32,33,33,34,35,35,36,36,39,39,39,39,41,41,43,43,47,47,44,45,45,54,54,49,49,56,56,61,61,54,63,63,64,64,67,72,72,72,81,81,81,83,83,78,78,90,90,82,82,86,87,87
node_arity,2,2,2,2,2,0,0,1,2,2,0,2,2,2,1,0,0,2,2,2,0,0,0,0,2,1,2,2,0,0,0,2,2,2,2,0,2,0,1,2,1,2,2,0,0,2,0,2,0,2,0,2,0,2,0,0,1,2,0,0,2,2,2,0,0,0,0,2,0,1,2,2,0,1,0,0,0,0,0,3,1,2,0,2,0,2,2,0,0,2,0,0,0,1,2,0,0,0
node_c1,2,4,6,8,10,,,12,13,15,,17,19,21,23,,,24,26,28,,,,,30,32,33,35,,,,37,39,41,43,,45,,47,48,50,51,53,,,55,,57,,59,,61,,63,,,65,66,,,68,70,72,,,,,74,,76,77,79,,81,,,,,,82,85,86,,88,,90,92,,,94,,,,96,97,,,
node_c2,3,5,7,9,11,,,,14,16,,18,20,22,,,,25,27,29,,,,,31,,34,36,,,,38,40,42,44,,46,,,49,,52,54,,,56,,58,,60,,62,,64,,,,67,,,69,71,73,,,,,75,,,78,80,,,,,,,,83,,87,,89,,91,93,,,95,,,,,98,,,
node_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,
fitness,279.252075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

tree_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
node_depth,0,1,1,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,9,9,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11,11,12,12,12,12,12,13,13,13,13,13,13,14,14,14,14
node_type,f2f,f2f,f2f,f2f,f2f,2f,2f,2f,f2f,f2f,2f,f2f,f2f,2f,2f,f2f,f2f,2f,2f,f2f,f2f,f2f,2f,f2f,f2f,f2f,2f,2f,2f,2f,f2f,f2f,f2f,f2f,2f,f2f,2f,f2f,f2f,f2f,2f,f2f,2f,2f,2f,2f,f2f,f2f,2f,2f,f2f,f2f,f2f,2f,f2f,2f,f2f,f2f,2f,f2f,2f,f2f,2f,2f,2f,2f,2f,2f
node_label,+,+,/,Maxi,/,observation1,observation0,observation1,/,Maxi,observation1,+,+,observation0,0.09,+,/,observation0,1.195,sin,Maxi,Maxi,observation1,/,+,+,0.09,0.09,observation1,observation0,~,/,sin,Maxi,0.37,Mini,observation1,/,-,+,observation1,+,0.255,observation1,observation1,0.98,sin,Maxi,observation0,0.94,/,~,/,observation1,Mini,0.88,+,+,observation1,+,0.925,/,observation0,1.22,observation0,0.94,observation1,observation0
node_parent,,1,1,2,2,3,3,4,4,5,5,9,9,10,10,12,12,13,13,16,16,17,17,20,21,21,22,22,24,24,25,25,26,26,31,32,32,33,34,34,36,36,38,38,39,39,40,40,42,42,47,48,48,51,51,52,53,53,55,55,57,57,58,58,60,60,62,62
node_arity,2,2,2,2,2,0,0,0,2,2,0,2,2,0,0,2,2,0,0,1,2,2,0,2,2,2,0,0,0,0,1,2,1,2,0,2,0,2,2,2,0,2,0,0,0,0,1,2,0,0,2,1,2,0,2,0,2,2,0,2,0,2,0,0,0,0,0,0
node_c1,2,4,6,8,10,,,,12,14,,16,18,,,20,22,,,24,25,27,,29,31,33,,,,,35,36,38,39,,41,,43,45,47,,49,,,,,51,52,,,54,56,57,,59,,61,63,,65,,67,,,,,,
node_c2,3,5,7,9,11,,,,13,15,,17,19,,,21,23,,,,26,28,,30,32,34,,,,,,37,,40,,42,,44,46,48,,50,,,,,,53,,,55,,58,,60,,62,64,,66,,68,,,,,,
node_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fitness,235.777191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

tree_id,,,,,,,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
node_depth,0,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,5,5,5,5
node_type,f2f,f2f,f2f,f2f,f2f,2f,2f,f2f,f2f,f2f,2f,f2f,2f,2f,2f,f2f,2f,2f,2f,2f
node_label,+,+,/,sin,Maxi,1.0,observation1,Maxi,/,/,observation1,*,observation0,observation1,observation1,/,observation1,observation0,observation1,0.635
node_parent,,1,1,2,2,3,3,4,5,5,8,8,9,9,10,10,12,12,16,16
node_arity,2,2,2,1,2,0,0,2,2,2,0,2,0,0,0,2,0,0,0,0
node_c1,2,4,6,8,9,,,11,13,15,,17,,,,19,,,,
node_c2,3,5,7,,10,,,12,14,16,,18,,,,20,,,,
node_c3,,,,,,,,,,,,,,,,,,,,
fitness,314.837769,,,,,,,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,28.0,,,,,,,,,,,,,,,,,,,

tree_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
node_depth,0,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,12,12,12,13,13,13,13,13,13,14,14,14,14
node_type,f2f,f2f,f2f,f2f,f2f,2f,2f,f2f,f2f,f2f,2f,f2f,f2f,f2f,f2f,2f,2f,2f,f2f,2f,f2f,f2f,2f,2f,f2f,2f,f2f,f2f,f2f,2f,f2f,2f,f2f,f2f,f2f,f2f,f2f,2f,f2f,2f,f2f,f2f,f2f,f2f,f2f,2f,f2f,f2f,f2f,2f,2f,2f,2f,f2f,2f,f2f,f2f,f2f,2f,2f,f2f,f2f,2f,2f,f2f,f2f,2f,2f,2f,2f,f2f,f2f,f2f,2f,2f,2f,2f,2f,f2f,f2f,f2f,2f,2f,2f,f2f,2f,2f,f2f,f2f,2f,f2f,2f,f2f,2f,2f,2f,2f,2f,2f
node_label,+,+,/,Maxi,/,observation1,observation0,Mini,/,Maxi,observation1,sin,*,+,+,observation0,0.09,observation0,/,1.015,+,/,observation0,1.195,Maxi,observation1,sin,Maxi,Maxi,observation1,*,0.09,/,+,+,*,Mini,observation1,+,observation1,~,~,/,sin,Maxi,observation1,+,Maxi,-,observation0,0.94,0.745,0.37,Mini,observation1,/,-,+,observation0,0.94,Maxi,~,0.13,observation1,~,+,0.255,observation1,observation1,0.09,sin,Maxi,*,0.09,0.05,observation1,observation0,0.94,/,-,/,observation1,observation1,observation1,Mini,observation1,0.435,+,+,observation1,+,0.94,/,observation0,1.22,observation0,0.94,observation1,observation0
node_parent,,1,1,2,2,3,3,4,4,5,5,8,8,9,9,10,10,12,13,13,14,14,15,15,19,19,21,21,22,22,25,25,27,28,28,29,29,31,31,33,33,34,34,35,35,36,36,37,37,39,39,41,42,43,43,44,45,45,47,47,48,48,49,49,54,54,56,56,57,57,58,58,61,61,62,65,66,66,71,72,72,73,73,79,79,80,80,81,81,85,85,88,88,89,89,91,91,93,93
node_arity,2,2,2,2,2,0,0,2,2,2,0,1,2,2,2,0,0,0,2,0,2,2,0,0,2,0,1,2,2,0,2,0,2,2,2,2,2,0,2,0,1,1,2,1,2,0,2,2,2,0,0,0,0,2,0,2,2,2,0,0,2,1,0,0,1,2,0,0,0,0,1,2,2,0,0,0,0,0,2,2,2,0,0,0,2,0,0,2,2,0,2,0,2,0,0,0,0,0,0
node_c1,2,4,6,8,10,,,12,14,16,,18,19,21,23,,,,25,,27,29,,,31,,33,34,36,,38,,40,42,44,46,48,,50,,52,53,54,56,57,,59,61,63,,,,,65,,67,69,71,,,73,75,,,76,77,,,,,79,80,82,,,,,,84,86,88,,,,90,,,92,94,,96,,98,,,,,,
node_c2,3,5,7,9,11,,,13,15,17,,,20,22,24,,,,26,,28,30,,,32,,,35,37,,39,,41,43,45,47,49,,51,,,,55,,58,,60,62,64,,,,,66,,68,70,72,,,74,,,,,78,,,,,,81,83,,,,,,85,87,89,,,,91,,,93,95,,97,,99,,,,,,
node_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fitness,233.479797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node_modify,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parsimony,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

tree_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tree_type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tree_depth_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
node_depth,0,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11,11,11,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14
node_type,f2f,f2f,f2f,f2f,f2f,2f,2f,f2f,f2f,f2f,2f,2f,f2f,f2f,f2f,f2f,2f,2f,f2f,f2f,f2f,2f,2f,f2f,f2f,2f,2f,f2f,f2f,f2f,2f,f2f,2f,2f,f2f,f2f,f2f,f2f,2f,2f,f2f,2f,2f,f2f,2f,2f,f2f,f2f,f2f,f2f,2f,2f,2f,f2f,2f,f2f,f2f,f2f,f2f,f2f,2f,2f,2f,2f,f2f,f2f,2f,f2f,2f,f2f,f2f,f2f,2f,f2f,2f,f2f,2f,f2f,f2f,f2f,2f,2f,2f,f2f,2f,2f,2f,f2f,2f,2f,2f,2f,2f,2f
node_label,+,+,+,Maxi,/,observation1,observation0,-,/,Maxi,observation1,observation1,*,+,+,Maxi,0.09,0.98,Mini,+,/,observation0,1.195,Mini,*,observation1,-0.69,sin,Maxi,Maxi,observation1,/,observation0,observation1,Maxi,/,+,+,observation0,0.09,~,observation0,observation0,~,observation1,observation0,~,/,sin,Maxi,observation0,0.655,observation1,Mini,observation1,/,-,+,~,+,0.255,observation1,observation1,1.035,sin,Maxi,observation0,Mini,0.94,/,-,/,observation0,-,observation1,Mini,observation1,*,+,+,observation1,0.435,observation1,+,0.435,observation1,0.94,/,observation0,1.22,observation0,0.94,observation1,observation0
